gene,uniprot_id,inheritance
HLA-B,P01889,Multifactorial
HLA-C,P10321,Multifactorial
HLA-DQA1,P01909,Autosomal recessive
HLA-DQA1,P01909,Multifactorial
HLA-DRB1,P01911,Autosomal dominant
HLA-DRB1,P01911,Multifactorial
HLA-G,P17693,Autosomal dominant
HLCS,P50747,Autosomal recessive
HMBS,P08397,Autosomal dominant
HMCN1,Q96RW7,Autosomal dominant
HMGA1,P17096,Autosomal dominant
HMGA2,P52926,Autosomal dominant
HMGB3,O15347,X-linked
HMGCL,P35914,Autosomal recessive
HMGCS2,P54868,Autosomal recessive
HMMR,O75330,Autosomal dominant
HMMR,O75330,Somatic mutation
HMOX1,P09601,Autosomal recessive
HMX1,Q9NP08,Autosomal recessive
HNF1A,P20823,Autosomal dominant
HNF1A,P20823,Autosomal recessive
HNF1B,P35680,Autosomal dominant
HNF4A,P41235,Autosomal dominant
HNMT,P50135,Autosomal dominant
HNMT,P50135,Autosomal recessive
HNRNPA1,P09651,Autosomal dominant
HNRNPA2B1,P22626,Autosomal dominant
HNRNPDL,O14979,Autosomal dominant
HNRNPH1,P31943,Autosomal dominant
HNRNPH2,P55795,X-linked dominant
HNRNPK,P61978,Autosomal dominant
HNRNPR,O43390,Autosomal dominant
HNRNPU,Q00839,Autosomal dominant
HOGA1,Q86XE5,Autosomal recessive
HOMER2,Q9NSB8,Autosomal dominant
HOXA1,P49639,Autosomal recessive
HOXA11,P31270,Autosomal dominant
HOXA13,P31271,Autosomal dominant
HOXA2,O43364,Autosomal dominant
HOXA2,O43364,Autosomal recessive
HOXB1,P14653,Autosomal recessive
HOXC13,P31276,Autosomal recessive
HOXD10,P28358,Autosomal dominant
HOXD13,P35453,Autosomal dominant
HPCA,P84074,Autosomal recessive
HPD,P32754,Autosomal dominant
HPD,P32754,Autosomal recessive
HPDL,Q96IR7,Autosomal recessive
HPGD,P15428,Autosomal recessive
HPRT1,P00492,X-linked recessive
HPS1,Q92902,Autosomal recessive
HPS3,Q969F9,Autosomal recessive
HPS4,Q9NQG7,Autosomal recessive
HPS5,Q9UPZ3,Autosomal recessive
HPS6,Q86YV9,Autosomal recessive
HPSE2,Q8WWQ2,Autosomal recessive
HR,O43593,Autosomal recessive
HRAS,P01112,Autosomal dominant
HRG,P04196,Autosomal dominant
HS2ST1,Q7LGA3,Autosomal recessive
HS3ST6,Q96QI5,Autosomal dominant
HS6ST1,O60243,Autosomal dominant
HS6ST2,Q96MM7,X-linked recessive
HSCB,Q8IWL3,Autosomal recessive
HSD11B1,P28845,Autosomal dominant
HSD11B2,P80365,Autosomal recessive
HSD17B10,Q99714,X-linked dominant
HSD17B13,Q7Z5P4,Autosomal dominant
HSD17B3,P37058,Autosomal recessive
HSD17B4,P51659,Autosomal recessive
HSD3B2,P26439,Autosomal recessive
HSD3B7,Q9H2F3,Autosomal recessive
HSF2BP,O75031,Autosomal recessive
HSF4,Q9ULV5,Autosomal dominant
HSPA9,P38646,Autosomal dominant
HSPA9,P38646,Autosomal recessive
HSPB1,P04792,Autosomal dominant
HSPB3,Q12988,Autosomal dominant
HSPB8,Q9UJY1,Autosomal dominant
HSPD1,P10809,Autosomal dominant
HSPD1,P10809,Autosomal recessive
HSPG2,P98160,Autosomal recessive
HTR1A,P08908,Autosomal dominant
HTR2A,P28223,Autosomal dominant
HTR2A,P28223,Multifactorial
HTRA1,Q92743,Autosomal dominant
HTRA1,Q92743,Autosomal recessive
HTRA2,O43464,Autosomal recessive
HTT,P42858,Autosomal dominant
HTT,P42858,Autosomal recessive
HUWE1,Q7Z6Z7,X-linked
HYAL1,Q12794,Autosomal recessive
HYCC1,Q9BYI3,Autosomal recessive
HYDIN,Q4G0P3,Autosomal recessive
HYLS1,Q96M11,Autosomal recessive
HYOU1,Q9Y4L1,Autosomal recessive
IARS1,P41252,Autosomal recessive
IARS2,Q9NSE4,Autosomal recessive
IBA57,Q5T440,Autosomal recessive
ICOS,Q9Y6W8,Autosomal recessive
IDH3A,P50213,Autosomal recessive
IDH3B,O43837,Autosomal recessive
IDS,P22304,X-linked recessive
IDUA,P35475,Autosomal recessive
IER3IP1,Q9Y5U9,Autosomal recessive
IFIH1,Q9BYX4,Autosomal dominant
IFIH1,Q9BYX4,Autosomal recessive
IFITM5,A6NNB3,Autosomal dominant
IFNAR1,P17181,Autosomal recessive
IFNAR2,P48551,Autosomal recessive
IFNG,P01579,Autosomal dominant
IFNG,P01579,Autosomal recessive
IFNGR1,P15260,Autosomal dominant
IFNGR1,P15260,Autosomal recessive
IFNGR2,P38484,Autosomal recessive
IFT122,Q9HBG6,Autosomal recessive
IFT140,Q96RY7,Autosomal recessive
IFT172,Q9UG01,Autosomal recessive
IFT27,Q9BW83,Autosomal recessive
IFT43,Q96FT9,Autosomal recessive
IFT52,Q9Y366,Autosomal recessive
IFT57,Q9NWB7,Autosomal recessive
IFT74,Q96LB3,Autosomal recessive
IFT80,Q9P2H3,Autosomal recessive
IFT81,Q8WYA0,Autosomal recessive
IGBP1,P78318,X-linked recessive
IGF1,P05019,Autosomal recessive
IGF1R,P08069,Autosomal dominant
IGF1R,P08069,Autosomal recessive
IGF2,P01344,Autosomal dominant
IGF2BP2,Q9Y6M1,Autosomal dominant
IGFALS,P35858,Autosomal recessive
IGFBP7,Q16270,Autosomal recessive
IGHM,P01871,Autosomal recessive
IGHMBP2,P38935,Autosomal recessive
IGKC,P01834,Autosomal recessive
IGLL1,P15814,Autosomal recessive
IGSF1,Q8N6C5,X-linked recessive
IGSF3,O75054,Autosomal recessive
IHH,Q14623,Autosomal dominant
IHH,Q14623,Autosomal recessive
IKBKB,O14920,Autosomal dominant
IKBKB,O14920,Autosomal recessive
IKBKG,Q9Y6K9,X-linked
IKBKG,Q9Y6K9,X-linked dominant
IKBKG,Q9Y6K9,X-linked recessive
IKZF1,Q13422,Autosomal dominant
IKZF3,Q9UKT9,Autosomal dominant
IKZF5,Q9H5V7,Autosomal dominant
IL10RA,Q13651,Autosomal recessive
IL10RB,Q08334,Autosomal recessive
IL11RA,Q14626,Autosomal recessive
IL12B,P29460,Autosomal recessive
IL12RB1,P42701,Autosomal recessive
IL13,P35225,Autosomal dominant
IL17F,Q96PD4,Autosomal dominant
IL17RA,Q96F46,Autosomal recessive
IL17RC,Q8NAC3,Autosomal recessive
IL17RD,Q8NFM7,Autosomal dominant
IL17RD,Q8NFM7,Autosomal recessive
IL17RD,Q8NFM7,Digenic dominant
IL18BP,O95998,Autosomal recessive
IL1RAPL1,Q9NZN1,X-linked recessive
IL1RN,P18510,Autosomal recessive
IL21,Q9HBE4,Autosomal recessive
IL21R,Q9HBE5,Autosomal dominant
IL21R,Q9HBE5,Autosomal recessive
IL2RA,P01589,Autosomal recessive
IL2RB,P14784,Autosomal recessive
IL2RG,P31785,X-linked recessive
IL31RA,Q8NI17,Autosomal dominant
IL36RN,Q9UBH0,Autosomal recessive
IL37,Q9NZH6,Autosomal recessive
IL4R,P24394,Autosomal dominant
IL6,P05231,Autosomal dominant
IL6,P05231,Autosomal recessive
IL6,P05231,Multifactorial
IL6,P05231,Somatic mutation
IL6R,P08887,Autosomal recessive
IL6ST,P40189,Autosomal dominant
IL6ST,P40189,Autosomal recessive
IL7,P13232,Autosomal recessive
IL7R,P16871,Autosomal recessive
ILDR1,Q86SU0,Autosomal recessive
IMPA1,P29218,Autosomal recessive
IMPDH1,P20839,Autosomal dominant
IMPG1,Q17R60,Autosomal dominant
IMPG1,Q17R60,Autosomal recessive
IMPG2,Q9BZV3,Autosomal dominant
IMPG2,Q9BZV3,Autosomal recessive
INAVA,Q3KP66,Autosomal dominant
INF2,Q27J81,Autosomal dominant
INPP5E,Q9NRR6,Autosomal recessive
INPP5K,Q9BT40,Autosomal recessive
INPPL1,O15357,Autosomal recessive
INS,P01308,Autosomal dominant
INS,P01308,Autosomal recessive
INSL3,P51460,Autosomal dominant
INSR,P06213,Autosomal dominant
INSR,P06213,Autosomal recessive
INTS1,Q8N201,Autosomal recessive
INTS8,Q75QN2,Autosomal recessive
INTU,Q9ULD6,Autosomal recessive
INVS,Q9Y283,Autosomal recessive
IPO8,O15397,Autosomal recessive
IQCB1,Q15051,Autosomal recessive
IQCE,Q6IPM2,Autosomal recessive
IQCN,Q9H0B3,Autosomal recessive
IQSEC1,Q6DN90,Autosomal recessive
IQSEC2,Q5JU85,X-linked dominant
IRAK4,Q9NWZ3,Autosomal recessive
IREB2,P48200,Autosomal recessive
IRF2BP2,Q7Z5L9,Autosomal dominant
IRF2BPL,Q9H1B7,Autosomal dominant
IRF3,Q14653,Autosomal dominant
IRF6,O14896,Autosomal dominant
IRF7,Q92985,Autosomal recessive
IRF8,Q02556,Autosomal dominant
IRF8,Q02556,Autosomal recessive
IRF9,Q00978,Autosomal recessive
IRS1,P35568,Autosomal dominant
IRS2,Q9Y4H2,Autosomal dominant
IRS4,O14654,X-linked recessive
IRX5,P78411,Autosomal recessive
ISCA1,Q9BUE6,Autosomal recessive
ISCA2,Q86U28,Autosomal recessive
ISCU,Q9H1K1,Autosomal recessive
ISG15,P05161,Autosomal recessive
ITCH,Q96J02,Autosomal recessive
ITGA2B,P08514,Autosomal dominant
ITGA2B,P08514,Autosomal recessive
ITGA3,P26006,Autosomal recessive
ITGA6,P23229,Autosomal recessive
ITGA7,Q13683,Autosomal recessive
ITGA8,P53708,Autosomal recessive
ITGB2,P05107,Autosomal recessive
ITGB3,P05106,Autosomal dominant
ITGB3,P05106,Autosomal recessive
ITGB4,P16144,Autosomal recessive
ITGB6,P18564,Autosomal recessive
ITK,Q08881,Autosomal recessive
ITM2B,Q9Y287,Autosomal dominant
ITPA,Q9BY32,Autosomal recessive
ITPR1,Q14643,Autosomal dominant
ITPR1,Q14643,Autosomal recessive
ITPR2,Q14571,Autosomal recessive
ITPR3,Q14573,Autosomal recessive
ITPR3,Q14573,Autosomal dominant
IVD,P26440,Autosomal recessive
IVNS1ABP,Q9Y6Y0,Autosomal dominant
IYD,Q6PHW0,Autosomal recessive
JAG1,P78504,Autosomal dominant
JAG2,Q9Y219,Autosomal recessive
JAGN1,Q8N5M9,Autosomal recessive
JAK1,P23458,Autosomal dominant
JAK2,O60674,Autosomal dominant
JAK2,O60674,Somatic mutation
JAK3,P52333,Autosomal recessive
JAM2,P57087,Autosomal recessive
JAM3,Q9BX67,Autosomal recessive
JARID2,Q92833,Autosomal dominant
JPH1,Q9HDC5,Autosomal dominant
JPH1,Q9HDC5,Autosomal recessive
JPH2,Q9BR39,Autosomal dominant
JPH2,Q9BR39,Autosomal recessive
JPH3,Q8WXH2,Autosomal dominant
JUP,P14923,Autosomal dominant
JUP,P14923,Autosomal recessive
KANK2,Q63ZY3,Autosomal recessive
KANSL1,Q7Z3B3,Autosomal dominant
KARS1,Q15046,Autosomal recessive
KAT5,Q92993,Autosomal dominant
KAT6A,Q92794,Autosomal dominant
KAT6B,Q8WYB5,Autosomal dominant
KAT8,Q9H7Z6,Autosomal dominant
KATNB1,Q9BVA0,Autosomal recessive
KATNIP,O60303,Autosomal recessive
KBTBD13,C9JR72,Autosomal dominant
KCNA1,Q09470,Autosomal dominant
KCNA2,P16389,Autosomal dominant
KCNA4,P22459,Autosomal recessive
KCNA5,P22460,Autosomal dominant
KCNB1,Q14721,Autosomal dominant
KCNC1,P48547,Autosomal dominant
KCNC2,Q96PR1,Autosomal dominant
KCNC3,Q14003,Autosomal dominant
KCND3,Q9UK17,Autosomal dominant
KCNE1,P15382,Autosomal dominant
KCNE1,P15382,Autosomal recessive
KCNE2,Q9Y6J6,Autosomal dominant
KCNH1,O95259,Autosomal dominant
KCNH2,Q12809,Autosomal dominant
KCNJ1,P48048,Autosomal recessive
KCNJ10,P78508,Autosomal recessive
KCNJ11,Q14654,Autosomal dominant
KCNJ11,Q14654,Autosomal recessive
KCNJ13,O60928,Autosomal dominant
KCNJ13,O60928,Autosomal recessive
KCNJ16,Q9NPI9,Autosomal recessive
KCNJ18,B7U540,Autosomal dominant
KCNJ2,P63252,Autosomal dominant
KCNJ5,P48544,Autosomal dominant
KCNJ6,P48051,Autosomal dominant
KCNK18,Q7Z418,Autosomal dominant
KCNK3,O14649,Autosomal dominant
KCNK4,Q9NYG8,Autosomal dominant
KCNMA1,Q12791,Autosomal dominant
KCNMA1,Q12791,Autosomal recessive
KCNMB1,Q16558,Autosomal dominant
KCNN2,Q9H2S1,Autosomal dominant
KCNN3,Q9UGI6,Autosomal dominant
KCNN4,O15554,Autosomal dominant
KCNQ1,P51787,Autosomal dominant
KCNQ1,P51787,Autosomal recessive
KCNQ2,O43526,Autosomal dominant
KCNQ3,O43525,Autosomal dominant
KCNQ4,P56696,Autosomal dominant
KCNQ5,Q9NR82,Autosomal dominant
KCNT1,Q5JUK3,Autosomal dominant
KCNT2,Q6UVM3,Autosomal dominant
KCNU1,A8MYU2,Autosomal recessive
KCNV2,Q8TDN2,Autosomal recessive
KCTD1,Q719H9,Autosomal dominant
KCTD17,Q8N5Z5,Autosomal dominant
KCTD7,Q96MP8,Autosomal recessive
KDELR2,P33947,Autosomal recessive
KDF1,Q8NAX2,Autosomal dominant
KDM1A,O60341,Autosomal dominant
KDM3B,Q7LBC6,Autosomal dominant
KDM4B,O94953,Autosomal dominant
KDM5B,Q9UGL1,Autosomal recessive
KDM5C,P41229,X-linked recessive
KDM6A,O15550,X-linked dominant
KDM6B,O15054,Autosomal dominant
KDR,P35968,Autosomal dominant
KDSR,Q06136,Autosomal recessive
KERA,O60938,Autosomal recessive
KHDC3L,Q587J8,Autosomal recessive
KHK,P50053,Autosomal recessive
KIAA0586,Q9BVV6,Autosomal recessive
KIAA0753,Q2KHM9,Autosomal recessive
KIAA0825,Q8IV33,Autosomal recessive
KIAA1549,Q9HCM3,Autosomal recessive
KIDINS220,Q9ULH0,Autosomal dominant
KIDINS220,Q9ULH0,Autosomal recessive
KIF11,P52732,Autosomal dominant
KIF12,Q96FN5,Autosomal recessive
KIF14,Q15058,Autosomal recessive
KIF15,Q9NS87,Autosomal recessive
KIF1A,Q12756,Autosomal dominant
KIF1A,Q12756,Autosomal recessive
KIF1B,O60333,Autosomal dominant
KIF1B,O60333,Somatic mutation
KIF1C,O43896,Autosomal recessive
KIF20A,O95235,Autosomal recessive
KIF21A,Q7Z4S6,Autosomal dominant
KIF22,Q14807,Autosomal dominant
KIF23,Q02241,Autosomal dominant
KIF26A,Q9ULI4,Autosomal recessive
KIF2A,O00139,Autosomal dominant
KIF3B,O15066,Autosomal dominant
KIF4A,O95239,X-linked recessive
KIF5A,Q12840,Autosomal dominant
KIF5C,O60282,Autosomal dominant
KIF7,Q2M1P5,Autosomal recessive
KIFBP,Q96EK5,Autosomal recessive
KIRREL1,Q96J84,Autosomal recessive
KISS1,Q15726,Autosomal recessive
KISS1R,Q969F8,Autosomal dominant
KISS1R,Q969F8,Autosomal recessive
KIT,P10721,Autosomal dominant
KIT,P10721,Isolated cases
KITLG,P21583,Autosomal dominant
KITLG,P21583,Autosomal recessive
KIZ,Q2M2Z5,Autosomal recessive
KL,Q9UEF7,Autosomal recessive
KLC2,Q9H0B6,Autosomal recessive
KLF1,Q13351,Autosomal dominant
KLHDC8B,Q8IXV7,Autosomal recessive
KLHL10,Q6JEL2,Autosomal dominant
KLHL15,Q96M94,X-linked recessive
KLHL24,Q6TFL4,Autosomal dominant
KLHL24,Q6TFL4,Autosomal recessive
KLHL3,Q9UH77,Autosomal dominant
KLHL3,Q9UH77,Autosomal recessive
KLHL40,Q2TBA0,Autosomal recessive
KLHL41,O60662,Autosomal recessive
KLHL7,Q8IXQ5,Autosomal dominant
KLHL7,Q8IXQ5,Autosomal recessive
KLK4,Q9Y5K2,Autosomal recessive
KLKB1,P03952,Autosomal recessive
KMT2A,Q03164,Autosomal dominant
KMT2B,Q9UMN6,Autosomal dominant
KMT2C,Q8NEZ4,Autosomal dominant
KMT2D,O14686,Autosomal dominant
KMT2E,Q8IZD2,Autosomal dominant
KMT5B,Q4FZB7,Autosomal dominant
KNG1,P01042,Autosomal dominant
KNG1,P01042,Autosomal recessive
KNL1,Q8NG31,Autosomal recessive
KNSTRN,Q9Y448,Digenic recessive
KPNA3,O00505,Autosomal dominant
KPTN,Q9Y664,Autosomal recessive
KRAS,P01116,Autosomal dominant
KREMEN1,Q96MU8,Autosomal recessive
KRIT1,O00522,Autosomal dominant
KRT1,P04264,Autosomal dominant
KRT1,P04264,Autosomal recessive
KRT10,P13645,Autosomal dominant
KRT10,P13645,Autosomal recessive
KRT12,Q99456,Autosomal dominant
KRT13,P13646,Autosomal dominant
KRT14,P02533,Autosomal dominant
KRT14,P02533,Autosomal recessive
KRT16,P08779,Autosomal dominant
KRT17,Q04695,Autosomal dominant
KRT18,P05783,Autosomal recessive
KRT2,P35908,Autosomal dominant
KRT25,Q7Z3Z0,Autosomal recessive
KRT3,P12035,Autosomal dominant
KRT4,P19013,Autosomal dominant
KRT5,P13647,Autosomal dominant
KRT5,P13647,Autosomal recessive
KRT6A,P02538,Autosomal dominant
KRT6B,P04259,Autosomal dominant
KRT6C,P48668,Autosomal dominant
KRT71,Q3SY84,Autosomal dominant
KRT74,Q7RTS7,Autosomal dominant
KRT74,Q7RTS7,Autosomal recessive
KRT8,P05787,Autosomal recessive
KRT81,Q14533,Autosomal dominant
KRT83,P78385,Autosomal dominant
KRT83,P78385,Autosomal recessive
KRT85,P78386,Autosomal recessive
KRT86,O43790,Autosomal dominant
KRT9,P35527,Autosomal dominant
KY,Q8NBH2,Autosomal recessive
KYNU,Q16719,Autosomal recessive
L1CAM,P32004,X-linked recessive
L2HGDH,Q9H9P8,Autosomal recessive
LACC1,Q8IV20,Autosomal recessive
LAGE3,Q14657,X-linked recessive
LAMA1,P25391,Autosomal recessive
LAMA2,P24043,Autosomal recessive
LAMA3,Q16787,Autosomal recessive
LAMA4,Q16363,Autosomal dominant
LAMA5,O15230,Autosomal recessive
LAMB1,P07942,Autosomal recessive
LAMB2,P55268,Autosomal recessive
LAMB3,Q13751,Autosomal dominant
LAMB3,Q13751,Autosomal recessive
LAMC2,Q13753,Autosomal recessive
LAMC3,Q9Y6N6,Autosomal recessive
LAMP2,P13473,X-linked dominant
LAMTOR2,Q9Y2Q5,Autosomal recessive
LARGE1,O95461,Autosomal recessive
LARP7,Q4G0J3,Autosomal recessive
LARS1,Q9P2J5,Autosomal recessive
LARS2,Q15031,Autosomal recessive
LAS1L,Q9Y4W2,X-linked recessive
LAT,O43561,Autosomal recessive
LBR,Q14739,Autosomal dominant
LBR,Q14739,Autosomal recessive
LBX1,P52954,Autosomal recessive
LCA5,Q86VQ0,Autosomal recessive
LCAT,P04180,Autosomal recessive
LCK,P06239,Autosomal recessive
LCP2,Q13094,Autosomal recessive
LCT,P09848,Autosomal recessive
LDB3,O75112,Autosomal dominant
LDHA,P00338,Autosomal recessive
LDHD,Q86WU2,Autosomal recessive
LDLR,P01130,Autosomal dominant
LDLR,P01130,Autosomal recessive
LDLRAP1,Q5SW96,Autosomal recessive
LEMD2,Q8NC56,Autosomal dominant
LEMD2,Q8NC56,Autosomal recessive
LEMD3,Q9Y2U8,Autosomal dominant
LEP,P41159,Autosomal recessive
LEPR,P48357,Autosomal recessive
LETM1,O95202,Autosomal recessive
LFNG,Q8NES3,Autosomal recessive
LGI1,O95970,Autosomal dominant
LGI3,Q8N145,Autosomal recessive
LGI4,Q8N135,Autosomal recessive
LGR4,Q9BXB1,Autosomal dominant
LHB,P01229,Autosomal recessive
LHCGR,P22888,Autosomal dominant
LHCGR,P22888,Autosomal recessive
LHFPL5,Q8TAF8,Autosomal recessive
LHX3,Q9UBR4,Autosomal recessive
LHX4,Q969G2,Autosomal dominant
LIAS,O43766,Autosomal recessive
LIFR,P42702,Autosomal recessive
LIG1,P18858,Autosomal recessive
LIG3,P49916,Autosomal recessive
LIG4,P49917,Autosomal recessive
LIG4,P49917,Somatic mutation
LIM2,P55344,Autosomal recessive
LIMS2,Q7Z4I7,Autosomal recessive
LINGO1,Q96FE5,Autosomal recessive
LINS1,Q8NG48,Autosomal recessive
LIPA,P38571,Autosomal recessive
LIPC,P11150,Autosomal dominant
LIPC,P11150,Autosomal recessive
LIPE,Q05469,Autosomal recessive
LIPH,Q8WWY8,Autosomal recessive
LIPN,Q5VXI9,Autosomal recessive
LIPT1,Q9Y234,Autosomal recessive
LIPT2,A6NK58,Autosomal recessive
LITAF,Q99732,Autosomal dominant
LMAN1,P49257,Autosomal recessive
LMAN2L,Q9H0V9,Autosomal recessive
LMAN2L,Q9H0V9,Autosomal dominant
LMBR1,Q8WVP7,Autosomal dominant
LMBR1,Q8WVP7,Autosomal recessive
LMBRD1,Q9NUN5,Autosomal recessive
LMBRD2,Q68DH5,Autosomal dominant
LMF1,Q96S06,Autosomal recessive
LMNA,P02545,Autosomal dominant
LMNA,P02545,Autosomal recessive
LMNB1,P20700,Autosomal dominant
LMNB2,Q03252,Autosomal dominant
LMNB2,Q03252,Autosomal recessive
LMOD1,P29536,Autosomal recessive
LMOD2,Q6P5Q4,Autosomal recessive
LMOD3,Q0VAK6,Autosomal recessive
LMX1A,Q8TE12,Autosomal dominant
LMX1B,O60663,Autosomal dominant
LNPK,Q9C0E8,Autosomal recessive
LONP1,P36776,Autosomal recessive
LORICRIN,P23490,Autosomal dominant
LOX,P28300,Autosomal dominant
LOXHD1,Q8IVV2,Autosomal recessive
LOXL1,Q08397,Autosomal dominant
LOXL3,P58215,Autosomal recessive
LPA,P08519,Autosomal dominant
LPAR6,P43657,Autosomal recessive
LPIN1,Q14693,Autosomal recessive
LPL,P06858,Autosomal dominant
LPL,P06858,Autosomal recessive
LPP,Q93052,Autosomal dominant
LPP,Q93052,Somatic mutation
LRAT,O95237,Autosomal recessive
LRBA,P50851,Autosomal recessive
LRIF1,Q5T3J3,Digenic recessive
LRIG2,O94898,Autosomal recessive
LRIT3,Q3SXY7,Autosomal recessive
LRMDA,Q9H2I8,Autosomal recessive
LRP1,Q07954,Autosomal recessive
LRP12,Q9Y561,Autosomal dominant
LRP2,P98164,Autosomal recessive
LRP4,O75096,Autosomal dominant
LRP4,O75096,Autosomal recessive
LRP5,O75197,Autosomal dominant
LRP5,O75197,Autosomal recessive
LRP6,O75581,Autosomal dominant
LRPAP1,P30533,Autosomal recessive
LRPPRC,P42704,Autosomal recessive
LRRC32,Q14392,Autosomal recessive
LRRC56,Q8IYG6,Autosomal recessive
LRRC8A,Q8IWT6,Autosomal dominant
LRRK1,Q38SD2,Autosomal recessive
LRRK2,Q5S007,Autosomal dominant
LRSAM1,Q6UWE0,Autosomal dominant
LRSAM1,Q6UWE0,Autosomal recessive
LSM11,P83369,Autosomal recessive
LSS,P48449,Autosomal recessive
LTBP1,Q14766,Autosomal recessive
LTBP2,Q14767,Autosomal recessive
LTBP3,Q9NS15,Autosomal dominant
LTBP3,Q9NS15,Autosomal recessive
LTBP4,Q8N2S1,Autosomal recessive
LTC4S,Q16873,Autosomal recessive
LTV1,Q96GA3,Autosomal recessive
LYRM4,Q9HD34,Autosomal recessive
LYRM7,Q5U5X0,Autosomal recessive
LYSET,Q8N6I4,Autosomal recessive
LYST,Q99698,Autosomal recessive
LYZ,P61626,Autosomal dominant
LZTFL1,Q9NQ48,Autosomal recessive
LZTR1,Q8N653,Autosomal dominant
LZTR1,Q8N653,Autosomal recessive
M1AP,Q8TC57,Autosomal recessive
MAB21L1,Q13394,Autosomal recessive
MAB21L2,Q9Y586,Autosomal dominant
MAB21L2,Q9Y586,Autosomal recessive
MACF1,Q9UPN3,Autosomal dominant
MAD1L1,Q9Y6D9,Autosomal recessive
MAD2L2,Q9UI95,Autosomal recessive
MADD,Q8WXG6,Autosomal recessive
MAF,O75444,Autosomal dominant
MAFA,Q8NHW3,Autosomal dominant
MAFB,Q9Y5Q3,Autosomal dominant
MAG,P20916,Autosomal recessive
MAGED2,Q9UNF1,X-linked recessive
MAGEL2,Q9UJ55,Autosomal dominant
MAGI2,Q86UL8,Autosomal recessive
MAGT1,Q9H0U3,X-linked recessive
MAK,P20794,Autosomal recessive
MALT1,Q9UDY8,Autosomal recessive
MAMLD1,Q13495,X-linked recessive
MAN1B1,Q9UKM7,Autosomal recessive
MAN2B1,O00754,Autosomal recessive
MAN2C1,Q9NTJ4,Autosomal recessive
MANBA,O00462,Autosomal recessive
MAOA,P21397,X-linked recessive
MAP1B,P46821,Autosomal dominant
MAP2K1,Q02750,Autosomal dominant
MAP2K2,P36507,Autosomal dominant
MAP3K1,Q13233,Autosomal dominant
MAP3K20,Q9NYL2,Autosomal recessive
MAP3K7,O43318,Autosomal dominant
MAPK1,P28482,Autosomal dominant
MAPK8IP1,Q9UQF2,Autosomal dominant
MAPK8IP3,Q9UPT6,Autosomal dominant
MAPKAPK3,Q16644,Autosomal dominant
MAPKAPK5,Q8IW41,Autosomal recessive
MAPKBP1,O60336,Autosomal recessive
MAPRE2,Q15555,Autosomal dominant
MAPT,P10636,Autosomal dominant
MAPT,P10636,Autosomal recessive
MAPT,P10636,Multifactorial
MARCHF6,O60337,Autosomal dominant
MARK3,P27448,Autosomal recessive
MARS1,P56192,Autosomal dominant
MARS1,P56192,Autosomal recessive
MARS2,Q96GW9,Autosomal recessive
MARVELD2,Q8N4S9,Autosomal recessive
MASP1,P48740,Autosomal recessive
MASP2,O00187,Autosomal recessive
MAST1,Q9Y2H9,Autosomal dominant
MAST3,O60307,Autosomal dominant
MAT1A,Q00266,Autosomal dominant
MAT1A,Q00266,Autosomal recessive
MATN3,O15232,Autosomal dominant
MATN3,O15232,Autosomal recessive
MATR3,P43243,Autosomal dominant
MAX,P61244,Autosomal dominant
MB,P02144,Autosomal dominant
MBD4,O95243,Autosomal dominant
MBD4,O95243,Autosomal recessive
MBD5,Q9P267,Autosomal dominant
MBL2,P11226,Autosomal dominant
MBOAT7,Q96N66,Autosomal recessive
MBTPS1,Q14703,Autosomal recessive
MBTPS2,O43462,X-linked recessive
MC1R,Q01726,Autosomal recessive
MC2R,Q01718,Autosomal recessive
MC4R,P32245,Autosomal dominant
MC4R,P32245,Autosomal recessive
MCCC1,Q96RQ3,Autosomal recessive
MCCC2,Q9HCC0,Autosomal recessive
MCEE,Q96PE7,Autosomal recessive
MCIDAS,D6RGH6,Autosomal recessive
MCM10,Q7L590,Autosomal recessive
MCM2,P49736,Autosomal dominant
MCM3AP,O60318,Autosomal recessive
MCM4,P33991,Autosomal recessive
MCM5,P33992,Autosomal recessive
MCM6,Q14566,Autosomal dominant
MCM8,Q9UJA3,Autosomal recessive
MCM9,Q9NXL9,Autosomal recessive
MCOLN1,Q9GZU1,Autosomal recessive
MCPH1,Q8NEM0,Autosomal recessive
MDFIC,Q9P1T7,Autosomal recessive
MDH1,P40925,Autosomal recessive
MDH2,P40926,Autosomal recessive
MDM2,Q00987,Autosomal dominant
MDM2,Q00987,Autosomal recessive
MDM4,O15151,Autosomal dominant
MECOM,Q03112,Autosomal dominant
MECP2,P51608,X-linked
MECP2,P51608,X-linked dominant
MECP2,P51608,X-linked recessive
MECR,Q9BV79,Autosomal recessive
MED12,Q93074,X-linked dominant
MED12,Q93074,X-linked recessive
MED12L,Q86YW9,Autosomal dominant
MED13,Q9UHV7,Autosomal dominant
MED13L,Q71F56,Autosomal dominant
MED17,Q9NVC6,Autosomal recessive
MED23,Q9ULK4,Autosomal recessive
MED25,Q71SY5,Autosomal recessive
MED27,Q6P2C8,Autosomal recessive
MEF2A,Q02078,Autosomal dominant
MEF2C,Q06413,Autosomal dominant
MEFV,O15553,Autosomal dominant
MEFV,O15553,Autosomal recessive
MEGF10,Q96KG7,Autosomal recessive
MEGF8,Q7Z7M0,Autosomal recessive
MEI1,Q5TIA1,Autosomal recessive
MEIOB,Q8N635,Autosomal recessive
MEIS2,O14770,Autosomal dominant
